Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit,Revenue,District
2171,CA-2017-117870,1/27/2017,1/30/2017,Second Class,JH-15820,John Huston,Consumer,United States,Kent,Ohio,44240,East,TEC-PH-10003931,Technology,Phones,JBL Micro Wireless Portable Bluetooth Speaker,107.982,3,0.4,-26.9955,64.7892,New York
2172,US-2017-137491,11/19/2017,11/25/2017,Standard Class,LC-16930,Linda Cazamias,Corporate,United States,San Angelo,Texas,76903,Central,FUR-CH-10004675,Furniture,Chairs,"Lifetime Advantage Folding Chairs, 4/Carton",305.312,2,0.3,-8.7232,213.7184,New York
2173,CA-2014-152296,08-01-2014,08-03-2014,First Class,IL-15100,Ivan Liston,Consumer,United States,San Francisco,California,94122,West,OFF-BI-10004506,Office Supplies,Binders,Wilson Jones data.warehouse D-Ring Binders with DublLock,19.752,3,0.2,6.9132,15.8016,New York
2174,CA-2016-112025,7/30/2016,08-04-2016,Standard Class,LS-16975,Lindsay Shagiari,Home Office,United States,Houston,Texas,77070,Central,OFF-BI-10002353,Office Supplies,Binders,GBC VeloBind Cover Sets,9.264,3,0.8,-13.896,1.8528,Houston
2175,CA-2015-132507,7/30/2015,08-03-2015,Second Class,CC-12610,Corey Catlett,Corporate,United States,Houston,Texas,77041,Central,OFF-ST-10000943,Office Supplies,Storage,Eldon ProFile File 'N Store Portable File Tub Letter/Legal Size Black,61.792,4,0.2,6.1792,49.4336,Houston
2176,CA-2016-125738,10/15/2016,10/21/2016,Standard Class,PB-18805,Patrick Bzostek,Home Office,United States,Salt Lake City,Utah,84106,West,OFF-PA-10000740,Office Supplies,Paper,Xerox 1982,45.68,2,0,21.0128,45.68,Houston
2177,CA-2016-125738,10/15/2016,10/21/2016,Standard Class,PB-18805,Patrick Bzostek,Home Office,United States,Salt Lake City,Utah,84106,West,OFF-PA-10003001,Office Supplies,Paper,Xerox 1986,60.12,9,0,28.8576,60.12,New York
2178,CA-2016-125738,10/15/2016,10/21/2016,Standard Class,PB-18805,Patrick Bzostek,Home Office,United States,Salt Lake City,Utah,84106,West,OFF-BI-10001628,Office Supplies,Binders,"Acco Data Flex Cable Posts For Top & Bottom Load Binders, 6"" Capacity",41.72,5,0.2,13.0375,33.376,New York
2179,CA-2016-125738,10/15/2016,10/21/2016,Standard Class,PB-18805,Patrick Bzostek,Home Office,United States,Salt Lake City,Utah,84106,West,OFF-PA-10001509,Office Supplies,Paper,"Recycled Desk Saver Line ""While You Were Out"" Book, 5 1/2"" X 4""",71.6,8,0,32.936,71.6,Houston
2180,CA-2016-128818,05-07-2016,05-11-2016,Standard Class,CJ-12010,Caroline Jumper,Consumer,United States,New York City,New York,10009,East,OFF-BI-10000309,Office Supplies,Binders,"GBC Twin Loop Wire Binding Elements, 9/16"" Spine, Black",85.232,7,0.2,30.8966,68.1856,Houston
2181,CA-2016-128818,05-07-2016,05-11-2016,Standard Class,CJ-12010,Caroline Jumper,Consumer,United States,New York City,New York,10009,East,OFF-LA-10003923,Office Supplies,Labels,Alphabetical Labels for Top Tab Filing,44.4,3,0,22.2,44.4,Houston
2182,CA-2016-128818,05-07-2016,05-11-2016,Standard Class,CJ-12010,Caroline Jumper,Consumer,United States,New York City,New York,10009,East,FUR-CH-10002084,Furniture,Chairs,Hon Mobius Operator's Chair,442.764,4,0.1,59.0352,398.4876,Seattle
2183,CA-2016-128818,05-07-2016,05-11-2016,Standard Class,CJ-12010,Caroline Jumper,Consumer,United States,New York City,New York,10009,East,TEC-MA-10000488,Technology,Machines,Bady BDG101FRU Card Printer,3999.95,5,0,1159.9855,3999.95,Seattle
2184,CA-2016-128818,05-07-2016,05-11-2016,Standard Class,CJ-12010,Caroline Jumper,Consumer,United States,New York City,New York,10009,East,TEC-AC-10001767,Technology,Accessories,SanDisk Ultra 64 GB MicroSDHC Class 10 Memory Card,199.95,5,0,21.9945,199.95,Seattle
2185,CA-2016-128818,05-07-2016,05-11-2016,Standard Class,CJ-12010,Caroline Jumper,Consumer,United States,New York City,New York,10009,East,FUR-FU-10001940,Furniture,Furnishings,Staple-based wall hangings,63.68,8,0,28.0192,63.68,Seattle
2186,CA-2017-124576,08-01-2017,08-04-2017,Second Class,HK-14890,Heather Kirkland,Corporate,United States,Salinas,California,93905,West,OFF-BI-10002735,Office Supplies,Binders,GBC Prestige Therm-A-Bind Covers,54.896,2,0.2,18.5274,43.9168,Seattle
2187,CA-2016-101378,7/14/2016,7/14/2016,Same Day,RH-19600,Rob Haberlin,Consumer,United States,Huntsville,Alabama,35810,South,TEC-AC-10002345,Technology,Accessories,HP Standard 104 key PS/2 Keyboard,29,2,0,7.25,29,San Francisco
2188,CA-2017-143063,08-10-2017,8/15/2017,Standard Class,IL-15100,Ivan Liston,Consumer,United States,Columbus,Indiana,47201,Central,OFF-EN-10003134,Office Supplies,Envelopes,Staple envelope,70.08,6,0,35.04,70.08,San Francisco
2189,CA-2017-143063,08-10-2017,8/15/2017,Standard Class,IL-15100,Ivan Liston,Consumer,United States,Columbus,Indiana,47201,Central,FUR-FU-10003708,Furniture,Furnishings,"Tenex Traditional Chairmats for Medium Pile Carpet, Standard Lip, 36"" x 48""",121.3,2,0,25.473,121.3,San Francisco
2190,CA-2017-143063,08-10-2017,8/15/2017,Standard Class,IL-15100,Ivan Liston,Consumer,United States,Columbus,Indiana,47201,Central,TEC-PH-10003645,Technology,Phones,Aastra 57i VoIP phone,1454.49,9,0,378.1674,1454.49,Los Angeles
2191,CA-2016-118913,6/25/2016,6/29/2016,Standard Class,AS-10240,Alan Shonely,Consumer,United States,Los Angeles,California,90049,West,OFF-AP-10000692,Office Supplies,Appliances,Fellowes Mighty 8 Compact Surge Protector,60.81,3,0,17.0268,60.81,New York
2192,CA-2016-128412,12-10-2016,12/17/2016,Standard Class,AP-10915,Arthur Prichep,Consumer,United States,Seattle,Washington,98105,West,OFF-BI-10001718,Office Supplies,Binders,GBC DocuBind P50 Personal Binding Machine,153.552,3,0.2,51.8238,122.8416,New York
2193,CA-2016-128412,12-10-2016,12/17/2016,Standard Class,AP-10915,Arthur Prichep,Consumer,United States,Seattle,Washington,98105,West,OFF-AP-10002082,Office Supplies,Appliances,Holmes HEPA Air Purifier,65.34,3,0,22.869,65.34,Phoenix
2194,CA-2016-128412,12-10-2016,12/17/2016,Standard Class,AP-10915,Arthur Prichep,Consumer,United States,Seattle,Washington,98105,West,OFF-PA-10001125,Office Supplies,Paper,Xerox 1988,123.92,4,0,55.764,123.92,Phoenix
2195,CA-2016-128412,12-10-2016,12/17/2016,Standard Class,AP-10915,Arthur Prichep,Consumer,United States,Seattle,Washington,98105,West,OFF-AP-10000252,Office Supplies,Appliances,Harmony HEPA Quiet Air Purifiers,35.1,3,0,12.285,35.1,New York
2196,CA-2016-128412,12-10-2016,12/17/2016,Standard Class,AP-10915,Arthur Prichep,Consumer,United States,Seattle,Washington,98105,West,TEC-AC-10003038,Technology,Accessories,Kingston Digital DataTraveler 16GB USB 2.0,44.75,5,0,8.5025,44.75,Houston
2197,CA-2016-136483,12-01-2016,12-06-2016,Standard Class,AG-10390,Allen Goldenen,Consumer,United States,Knoxville,Tennessee,37918,South,OFF-AR-10000940,Office Supplies,Art,Newell 343,4.704,2,0.2,0.4116,3.7632,Houston
2198,CA-2014-163013,11/28/2014,12-04-2014,Standard Class,BF-11080,Bart Folk,Consumer,United States,Montgomery,Alabama,36116,South,OFF-AR-10001954,Office Supplies,Art,Newell 331,14.67,3,0,3.9609,14.67,Houston
2199,CA-2015-135363,3/28/2015,04-02-2015,Standard Class,CK-12205,Chloris Kastensmidt,Consumer,United States,Philadelphia,Pennsylvania,19120,East,OFF-PA-10003177,Office Supplies,Paper,Xerox 1999,15.552,3,0.2,5.4432,12.4416,Houston
2200,CA-2015-135363,3/28/2015,04-02-2015,Standard Class,CK-12205,Chloris Kastensmidt,Consumer,United States,Philadelphia,Pennsylvania,19120,East,OFF-PA-10000533,Office Supplies,Paper,Southworth Parchment Paper & Envelopes,5.232,1,0.2,1.7004,4.1856,Houston
2201,US-2014-165659,06-01-2014,06-06-2014,Standard Class,LT-17110,Liz Thompson,Consumer,United States,Little Rock,Arkansas,72209,South,FUR-FU-10001935,Furniture,Furnishings,3M Hangers With Command Adhesive,22.2,6,0,9.102,22.2,Houston
2202,US-2014-165659,06-01-2014,06-06-2014,Standard Class,LT-17110,Liz Thompson,Consumer,United States,Little Rock,Arkansas,72209,South,TEC-PH-10002563,Technology,Phones,Adtran 1202752G1,881.93,7,0,229.3018,881.93,Houston
2203,CA-2015-138002,09-06-2015,09-12-2015,Standard Class,BT-11305,Beth Thompson,Home Office,United States,Seattle,Washington,98103,West,OFF-BI-10002160,Office Supplies,Binders,Acco Hanging Data Binders,6.096,2,0.2,2.1336,4.8768,New York
2204,CA-2015-138002,09-06-2015,09-12-2015,Standard Class,BT-11305,Beth Thompson,Home Office,United States,Seattle,Washington,98103,West,FUR-FU-10004748,Furniture,Furnishings,"Howard Miller 16"" Diameter Gallery Wall Clock",191.82,3,0,74.8098,191.82,New York
2205,CA-2015-128860,6/29/2015,07-05-2015,Standard Class,SC-20725,Steven Cartwright,Consumer,United States,Lancaster,Pennsylvania,17602,East,FUR-FU-10001473,Furniture,Furnishings,"Eldon Executive Woodline II Desk Accessories, Mahogany",20.104,1,0.2,1.7591,16.0832,New York
2206,CA-2016-164350,09-10-2016,09-12-2016,Second Class,CG-12040,Catherine Glotzbach,Home Office,United States,Bristol,Tennessee,37620,South,OFF-AR-10000538,Office Supplies,Art,"Boston Model 1800 Electric Pencil Sharpener, Gray",67.56,3,0.2,8.445,54.048,Dallas
2207,US-2014-103905,7/14/2014,7/20/2014,Standard Class,AW-10930,Arthur Wiediger,Home Office,United States,Aurora,Illinois,60505,Central,OFF-BI-10001098,Office Supplies,Binders,Acco D-Ring Binder w/DublLock,29.932,7,0.8,-46.3946,5.9864,Dallas
2208,US-2014-103905,7/14/2014,7/20/2014,Standard Class,AW-10930,Arthur Wiediger,Home Office,United States,Aurora,Illinois,60505,Central,TEC-PH-10001552,Technology,Phones,I Need's 3d Hello Kitty Hybrid Silicone Case Cover for HTC One X 4g with 3d Hello Kitty Stylus Pen Green/pink,38.272,4,0.2,3.8272,30.6176,Houston
2209,CA-2015-129854,8/22/2015,8/26/2015,Standard Class,RB-19705,Roger Barcio,Home Office,United States,New York City,New York,10009,East,OFF-AR-10000390,Office Supplies,Art,Newell Chalk Holder,16.52,4,0,7.5992,16.52,Houston
2210,CA-2014-125556,11/14/2014,11/16/2014,Second Class,ML-17410,Maris LaWare,Consumer,United States,Fairfield,Connecticut,6824,East,TEC-PH-10001079,Technology,Phones,Polycom SoundPoint Pro SE-225 Corded phone,832.93,7,0,233.2204,832.93,New York
2211,CA-2014-125556,11/14/2014,11/16/2014,Second Class,ML-17410,Maris LaWare,Consumer,United States,Fairfield,Connecticut,6824,East,OFF-BI-10003460,Office Supplies,Binders,Acco 3-Hole Punch,43.8,10,0,21.024,43.8,New York
2212,CA-2016-162313,11/27/2016,11/30/2016,First Class,VB-21745,Victoria Brennan,Corporate,United States,Lincoln Park,Michigan,48146,Central,OFF-AP-10003842,Office Supplies,Appliances,Euro-Pro Shark Turbo Vacuum,167.292,6,0.1,29.7408,150.5628,New York
2213,CA-2017-107874,11/21/2017,11/25/2017,Standard Class,SW-20275,Scott Williamson,Consumer,United States,New York City,New York,10035,East,FUR-FU-10003535,Furniture,Furnishings,Howard Miller Distant Time Traveler Alarm Clock,27.42,1,0,11.2422,27.42,Seattle
2214,CA-2017-129378,10-01-2017,10-02-2017,First Class,NS-18505,Neola Schneider,Consumer,United States,San Jose,California,95123,West,OFF-BI-10002012,Office Supplies,Binders,Wilson Jones Easy Flow II Sheet Lifters,1.44,1,0.2,0.504,1.152,Seattle
2215,CA-2017-129378,10-01-2017,10-02-2017,First Class,NS-18505,Neola Schneider,Consumer,United States,San Jose,California,95123,West,OFF-BI-10001922,Office Supplies,Binders,Storex Dura Pro Binders,61.776,13,0.2,20.8494,49.4208,Houston
2216,CA-2017-129378,10-01-2017,10-02-2017,First Class,NS-18505,Neola Schneider,Consumer,United States,San Jose,California,95123,West,OFF-AP-10000576,Office Supplies,Appliances,"Belkin 325VA UPS Surge Protector, 6'",241.96,2,0,60.49,241.96,Columbus
2217,CA-2017-129378,10-01-2017,10-02-2017,First Class,NS-18505,Neola Schneider,Consumer,United States,San Jose,California,95123,West,FUR-CH-10000553,Furniture,Chairs,"Metal Folding Chairs, Beige, 4/Carton",108.608,4,0.2,9.5032,86.8864,Columbus
2218,CA-2014-151953,9/20/2014,9/25/2014,Standard Class,DB-13555,Dorothy Badders,Corporate,United States,Jacksonville,Florida,32216,South,OFF-AR-10003469,Office Supplies,Art,Nontoxic Chalk,2.816,2,0.2,0.9856,2.2528,Columbus
2219,CA-2017-130841,7/28/2017,08-01-2017,Standard Class,MH-17620,Matt Hagelstein,Corporate,United States,San Francisco,California,94110,West,OFF-BI-10000145,Office Supplies,Binders,Zipper Ring Binder Pockets,9.984,4,0.2,3.6192,7.9872,Columbus
2220,CA-2017-130841,7/28/2017,08-01-2017,Standard Class,MH-17620,Matt Hagelstein,Corporate,United States,San Francisco,California,94110,West,OFF-ST-10001580,Office Supplies,Storage,Super Decoflex Portable Personal File,14.98,1,0,4.1944,14.98,Columbus
2221,CA-2017-130841,7/28/2017,08-01-2017,Standard Class,MH-17620,Matt Hagelstein,Corporate,United States,San Francisco,California,94110,West,TEC-PH-10001817,Technology,Phones,Wilson Electronics DB Pro Signal Booster,1145.6,4,0.2,100.24,916.48,New York
2222,CA-2015-131884,12-06-2015,12-06-2015,Same Day,DK-13375,Dennis Kane,Consumer,United States,Marion,Ohio,43302,East,TEC-PH-10001578,Technology,Phones,Polycom SoundStation2 EX Conference phone,485.94,2,0.4,-89.089,291.564,Dallas
2223,CA-2015-131884,12-06-2015,12-06-2015,Same Day,DK-13375,Dennis Kane,Consumer,United States,Marion,Ohio,43302,East,OFF-AR-10004078,Office Supplies,Art,Newell 312,37.376,8,0.2,4.672,29.9008,Dallas
2224,CA-2015-131884,12-06-2015,12-06-2015,Same Day,DK-13375,Dennis Kane,Consumer,United States,Marion,Ohio,43302,East,FUR-CH-10004860,Furniture,Chairs,Global Low Back Tilter Chair,70.686,1,0.3,-24.2352,49.4802,Dallas
2225,CA-2017-121909,7/31/2017,08-05-2017,Standard Class,EA-14035,Erin Ashbrook,Corporate,United States,Philadelphia,Pennsylvania,19134,East,OFF-PA-10003790,Office Supplies,Paper,Xerox 1991,54.816,3,0.2,17.8152,43.8528,New York
2226,CA-2016-106383,3/19/2016,3/21/2016,Second Class,BT-11440,Bobby Trafton,Consumer,United States,Littleton,Colorado,80122,West,FUR-BO-10002202,Furniture,Bookcases,"Atlantic Metals Mobile 2-Shelf Bookcases, Custom Colors",72.294,1,0.7,-98.8018,21.6882,New York
2227,CA-2017-130771,7/29/2017,08-03-2017,Standard Class,LA-16780,Laura Armstrong,Corporate,United States,Austin,Texas,78745,Central,OFF-FA-10003059,Office Supplies,Fasteners,Assorted Color Push Pins,2.896,2,0.2,0.4706,2.3168,San Francisco
2228,CA-2017-130771,7/29/2017,08-03-2017,Standard Class,LA-16780,Laura Armstrong,Corporate,United States,Austin,Texas,78745,Central,TEC-PH-10002496,Technology,Phones,Cisco SPA301,124.792,1,0.2,15.599,99.8336,San Francisco
2229,CA-2016-139157,10-01-2016,10-05-2016,Standard Class,GM-14680,Greg Matthias,Consumer,United States,New York City,New York,10024,East,FUR-TA-10003238,Furniture,Tables,"Chromcraft Bull-Nose Wood 48"" x 96"" Rectangular Conference Tables",330.588,1,0.4,-115.7058,198.3528,San Francisco
2230,CA-2014-128055,3/31/2014,04-05-2014,Standard Class,AA-10315,Alex Avila,Consumer,United States,San Francisco,California,94122,West,OFF-BI-10004390,Office Supplies,Binders,GBC DocuBind 200 Manual Binding Machine,673.568,2,0.2,252.588,538.8544,Columbus
2231,CA-2014-128055,3/31/2014,04-05-2014,Standard Class,AA-10315,Alex Avila,Consumer,United States,San Francisco,California,94122,West,OFF-AP-10002765,Office Supplies,Appliances,Fellowes Advanced Computer Series Surge Protectors,52.98,2,0,14.8344,52.98,Columbus
2232,CA-2017-157091,6/26/2017,07-01-2017,Standard Class,DB-13405,Denny Blanton,Consumer,United States,La Porte,Indiana,46350,Central,FUR-FU-10000293,Furniture,Furnishings,Eldon Antistatic Chair Mats for Low to Medium Pile Carpets,526.45,5,0,31.587,526.45,San Francisco
2233,CA-2017-132122,07-09-2017,7/14/2017,Standard Class,JH-15820,John Huston,Consumer,United States,Chicago,Illinois,60610,Central,OFF-ST-10003692,Office Supplies,Storage,Recycled Steel Personal File for Hanging File Folders,228.92,5,0.2,14.3075,183.136,San Francisco
2234,CA-2015-123232,12/14/2015,12/16/2015,Second Class,DJ-13630,Doug Jacobs,Consumer,United States,Portland,Oregon,97206,West,TEC-PH-10001051,Technology,Phones,HTC One,319.968,4,0.2,35.9964,255.9744,San Francisco
2235,CA-2017-104066,12-05-2017,12-10-2017,Standard Class,QJ-19255,Quincy Jones,Corporate,United States,Burlington,Vermont,5408,East,TEC-AC-10001013,Technology,Accessories,Logitech ClearChat Comfort/USB Headset H390,205.03,7,0,67.6599,205.03,Los Angeles
2236,CA-2015-145849,9/15/2015,9/17/2015,Second Class,CT-11995,Carol Triggs,Consumer,United States,Indianapolis,Indiana,46203,Central,OFF-ST-10000025,Office Supplies,Storage,Fellowes Stor/Drawer Steel Plus Storage Drawers,190.86,2,0,11.4516,190.86,Los Angeles
2237,CA-2015-145849,9/15/2015,9/17/2015,Second Class,CT-11995,Carol Triggs,Consumer,United States,Indianapolis,Indiana,46203,Central,OFF-AR-10000817,Office Supplies,Art,Manco Dry-Lighter Erasable Highlighter,24.32,8,0,8.2688,24.32,Los Angeles
2238,CA-2016-122322,7/15/2016,7/21/2016,Standard Class,RH-19510,Rick Huthwaite,Home Office,United States,Provo,Utah,84604,West,OFF-SU-10000952,Office Supplies,Supplies,Fiskars Home & Office Scissors,44.4,5,0,12.432,44.4,New York
2239,CA-2017-166849,4/20/2017,4/26/2017,Standard Class,SJ-20125,Sanjit Jacobs,Home Office,United States,Chicago,Illinois,60610,Central,FUR-FU-10004597,Furniture,Furnishings,Eldon Cleatmat Chair Mats for Medium Pile Carpets,44.4,2,0.6,-52.17,17.76,New York
2240,CA-2016-146633,11/15/2016,11/17/2016,Second Class,TG-21310,Toby Gnade,Consumer,United States,Los Angeles,California,90049,West,OFF-BI-10003527,Office Supplies,Binders,Fellowes PB500 Electric Punch Plastic Comb Binding Machine with Manual Bind,1016.792,1,0.2,381.297,813.4336,Columbus
2241,CA-2016-146633,11/15/2016,11/17/2016,Second Class,TG-21310,Toby Gnade,Consumer,United States,Los Angeles,California,90049,West,OFF-BI-10002982,Office Supplies,Binders,Avery Self-Adhesive Photo Pockets for Polaroid Photos,38.136,7,0.2,13.3476,30.5088,Columbus
2242,US-2016-126893,11/26/2016,12-01-2016,Standard Class,CT-11995,Carol Triggs,Consumer,United States,Philadelphia,Pennsylvania,19134,East,TEC-PH-10004165,Technology,Phones,Mitel MiVoice 5330e IP Phone,494.982,3,0.4,-115.4958,296.9892,Columbus
2243,CA-2017-103380,11/21/2017,11/25/2017,Standard Class,BF-11005,Barry Franz,Home Office,United States,Pasadena,California,91104,West,OFF-ST-10003442,Office Supplies,Storage,Eldon Portable Mobile Manager,56.56,2,0,15.2712,56.56,Los Angeles
2244,CA-2017-103380,11/21/2017,11/25/2017,Standard Class,BF-11005,Barry Franz,Home Office,United States,Pasadena,California,91104,West,OFF-AR-10003856,Office Supplies,Art,Newell 344,5.56,2,0,1.4456,5.56,Los Angeles
2245,CA-2017-103380,11/21/2017,11/25/2017,Standard Class,BF-11005,Barry Franz,Home Office,United States,Pasadena,California,91104,West,OFF-FA-10004248,Office Supplies,Fasteners,Advantus T-Pin Paper Clips,9.02,2,0,3.5178,9.02,New York
2246,CA-2017-103380,11/21/2017,11/25/2017,Standard Class,BF-11005,Barry Franz,Home Office,United States,Pasadena,California,91104,West,OFF-AP-10001492,Office Supplies,Appliances,"Acco Six-Outlet Power Strip, 4' Cord Length",8.62,1,0,2.2412,8.62,Denver
2247,CA-2017-103380,11/21/2017,11/25/2017,Standard Class,BF-11005,Barry Franz,Home Office,United States,Pasadena,California,91104,West,TEC-PH-10004165,Technology,Phones,Mitel MiVoice 5330e IP Phone,659.976,3,0.2,49.4982,527.9808,New York
2248,CA-2015-116092,2/15/2015,2/18/2015,Second Class,JM-16195,Justin MacKendrick,Consumer,United States,Los Angeles,California,90004,West,OFF-PA-10004285,Office Supplies,Paper,Xerox 1959,13.36,2,0,6.4128,13.36,New York
2249,CA-2015-116092,2/15/2015,2/18/2015,Second Class,JM-16195,Justin MacKendrick,Consumer,United States,Los Angeles,California,90004,West,OFF-BI-10001628,Office Supplies,Binders,"Acco Data Flex Cable Posts For Top & Bottom Load Binders, 6"" Capacity",41.72,5,0.2,13.0375,33.376,Dallas
2250,CA-2015-116092,2/15/2015,2/18/2015,Second Class,JM-16195,Justin MacKendrick,Consumer,United States,Los Angeles,California,90004,West,OFF-BI-10000546,Office Supplies,Binders,Avery Durable Binders,11.52,5,0.2,4.176,9.216,San Francisco
2251,CA-2015-116092,2/15/2015,2/18/2015,Second Class,JM-16195,Justin MacKendrick,Consumer,United States,Los Angeles,California,90004,West,OFF-AP-10001391,Office Supplies,Appliances,Kensington 6 Outlet MasterPiece HOMEOFFICE Power Control Center,541.44,6,0,157.0176,541.44,San Francisco
2252,CA-2015-116092,2/15/2015,2/18/2015,Second Class,JM-16195,Justin MacKendrick,Consumer,United States,Los Angeles,California,90004,West,OFF-PA-10000477,Office Supplies,Paper,Xerox 22,19.44,3,0,9.3312,19.44,San Francisco
2253,CA-2016-117849,4/15/2016,4/17/2016,Second Class,JK-16120,Julie Kriz,Home Office,United States,San Diego,California,92105,West,OFF-PA-10004327,Office Supplies,Paper,Xerox 1911,143.7,3,0,68.976,143.7,San Francisco
2254,CA-2015-169201,9/28/2015,10-01-2015,First Class,HG-14965,Henry Goldwyn,Corporate,United States,San Francisco,California,94110,West,OFF-AP-10000696,Office Supplies,Appliances,Holmes Odor Grabber,43.26,3,0,14.2758,43.26,Seattle
2255,CA-2015-169201,9/28/2015,10-01-2015,First Class,HG-14965,Henry Goldwyn,Corporate,United States,San Francisco,California,94110,West,OFF-AP-10002082,Office Supplies,Appliances,Holmes HEPA Air Purifier,43.56,2,0,15.246,43.56,Columbus
2256,CA-2016-164091,9/17/2016,9/22/2016,Standard Class,LA-16780,Laura Armstrong,Corporate,United States,Bangor,Maine,4401,East,TEC-PH-10001944,Technology,Phones,Wi-Ex zBoost YX540 Cellular Phone Signal Booster,437.85,3,0,131.355,437.85,Columbus
2257,CA-2016-164091,9/17/2016,9/22/2016,Standard Class,LA-16780,Laura Armstrong,Corporate,United States,Bangor,Maine,4401,East,FUR-FU-10004952,Furniture,Furnishings,"C-Line Cubicle Keepers Polyproplyene Holder w/Velcro Back, 8-1/2x11, 25/Bx",109.48,2,0,33.9388,109.48,Denver
2258,CA-2017-105214,6/16/2017,6/19/2017,First Class,TS-21610,Troy Staebel,Consumer,United States,San Francisco,California,94122,West,FUR-CH-10000015,Furniture,Chairs,Hon Multipurpose Stacking Arm Chairs,1212.96,7,0.2,90.972,970.368,Denver
2259,CA-2017-105214,6/16/2017,6/19/2017,First Class,TS-21610,Troy Staebel,Consumer,United States,San Francisco,California,94122,West,OFF-PA-10001776,Office Supplies,Paper,"Wirebound Message Books, Four 2 3/4"" x 5"" Forms per Page, 600 Sets per Book",18.54,2,0,8.7138,18.54,Denver
2260,CA-2015-117611,11-08-2015,11-10-2015,Second Class,MZ-17335,Maria Zettner,Home Office,United States,San Diego,California,92024,West,OFF-FA-10002280,Office Supplies,Fasteners,Advantus Plastic Paper Clips,5,1,0,2.4,5,Denver
2261,CA-2015-117611,11-08-2015,11-10-2015,Second Class,MZ-17335,Maria Zettner,Home Office,United States,San Diego,California,92024,West,TEC-AC-10002049,Technology,Accessories,Logitech G19 Programmable Gaming Keyboard,371.97,3,0,66.9546,371.97,Seattle
2262,US-2015-137960,12/18/2015,12/18/2015,Same Day,MW-18220,Mitch Webber,Consumer,United States,New York City,New York,10035,East,TEC-AC-10002253,Technology,Accessories,Imation Bio 8GB USB Flash Drive Imation Corp,166.24,1,0,24.936,166.24,Seattle
2263,CA-2017-122994,02-06-2017,02-09-2017,First Class,MV-17485,Mark Van Huff,Consumer,United States,Arlington,Virginia,22204,South,FUR-BO-10004015,Furniture,Bookcases,"Bush Andora Bookcase, Maple/Graphite Gray Finish",359.97,3,0,79.1934,359.97,Seattle
2264,CA-2016-131065,11/14/2016,11/16/2016,Second Class,AA-10375,Allen Armold,Consumer,United States,Atlanta,Georgia,30318,South,TEC-AC-10004145,Technology,Accessories,Logitech diNovo Edge Keyboard,499.98,2,0,114.9954,499.98,Phoenix
2265,CA-2016-131065,11/14/2016,11/16/2016,Second Class,AA-10375,Allen Armold,Consumer,United States,Atlanta,Georgia,30318,South,OFF-PA-10002479,Office Supplies,Paper,Xerox 4200 Series MultiUse Premium Copy Paper (20Lb. and 84 Bright),5.28,1,0,2.376,5.28,Denver
2266,CA-2016-131065,11/14/2016,11/16/2016,Second Class,AA-10375,Allen Armold,Consumer,United States,Atlanta,Georgia,30318,South,OFF-BI-10004970,Office Supplies,Binders,"ACCOHIDE 3-Ring Binder, Blue, 1""",8.26,2,0,3.8822,8.26,New York
2267,CA-2017-149146,10-12-2017,10-12-2017,Same Day,SM-20320,Sean Miller,Home Office,United States,Monroe,North Carolina,28110,South,OFF-PA-10003919,Office Supplies,Paper,Xerox 1989,7.968,2,0.2,2.6892,6.3744,Columbus
2268,CA-2017-137470,9/17/2017,9/17/2017,Same Day,TP-21415,Tom Prescott,Consumer,United States,Seattle,Washington,98115,West,OFF-PA-10002001,Office Supplies,Paper,Xerox 1984,12.96,2,0,6.3504,12.96,New York
2269,CA-2017-105480,12/20/2017,12/26/2017,Standard Class,DK-13225,Dean Katz,Corporate,United States,Rochester,New York,14609,East,OFF-PA-10002787,Office Supplies,Paper,Xerox 227,6.48,1,0,3.1104,6.48,Miami
2270,CA-2017-105480,12/20/2017,12/26/2017,Standard Class,DK-13225,Dean Katz,Corporate,United States,Rochester,New York,14609,East,OFF-BI-10003291,Office Supplies,Binders,Wilson Jones Leather-Like Binders with DublLock Round Rings,6.984,1,0.2,2.3571,5.5872,New York
2271,CA-2017-164917,12-02-2017,12-07-2017,Standard Class,MK-17905,Michael Kennedy,Corporate,United States,Miami,Florida,33180,South,OFF-AR-10004344,Office Supplies,Art,Bulldog Vacuum Base Pencil Sharpener,47.96,5,0.2,4.1965,38.368,New York
2272,CA-2015-102036,9/21/2015,9/27/2015,Standard Class,CS-12130,Chad Sievert,Consumer,United States,Seattle,Washington,98105,West,OFF-ST-10003123,Office Supplies,Storage,Fellowes Bases and Tops For Staxonsteel/High-Stak Systems,199.74,6,0,47.9376,199.74,New York
2273,CA-2015-142944,03-06-2015,03-11-2015,Standard Class,JL-15850,John Lucas,Consumer,United States,San Francisco,California,94122,West,FUR-FU-10000308,Furniture,Furnishings,Deflect-o Glass Clear Studded Chair Mats,435.26,7,0,95.7572,435.26,New York
2274,CA-2015-142944,03-06-2015,03-11-2015,Standard Class,JL-15850,John Lucas,Consumer,United States,San Francisco,California,94122,West,TEC-CO-10003763,Technology,Copiers,Canon PC1060 Personal Laser Copier,1119.984,2,0.2,377.9946,895.9872,Dallas
